sessionStart,sessionEnd,durationHours
2025-03-16T05:12:20.950Z,2025-03-16T05:13:59.948Z,0.03
2025-03-16T05:13:59.948Z,2025-03-16T05:15:46.644Z,0.03
2025-03-16T05:15:46.644Z,2025-03-16T05:16:33.853Z,0.01
2025-03-16T05:16:33.853Z,2025-03-16T05:22:39.465Z,0.10
2025-03-16T05:22:39.465Z,2025-03-16T05:25:37.917Z,0.05
2025-03-16T05:25:37.917Z,2025-03-16T05:27:40.343Z,0.03
2025-03-16T05:27:40.343Z,2025-03-16T05:33:39.069Z,0.10
2025-03-16T16:54:55.973Z,2025-03-16T16:57:26.039Z,0.04
2025-03-16T16:57:26.039Z,2025-03-16T16:58:19.228Z,0.01
2025-03-16T16:58:19.228Z,2025-03-16T16:59:25.997Z,0.02
2025-03-16T16:59:25.997Z,2025-03-16T16:59:52.425Z,0.01
2025-03-16T16:59:52.425Z,2025-03-16T17:01:31.529Z,0.03
2025-03-16T17:01:31.529Z,2025-03-16T17:04:05.648Z,0.04
2025-03-16T17:04:05.648Z,2025-03-16T17:04:07.451Z,0.00
2025-03-16T17:04:07.451Z,2025-03-16T17:04:45.992Z,0.01
2025-03-16T17:04:45.992Z,2025-03-16T17:07:03.903Z,0.04
2025-03-16T17:07:03.903Z,2025-03-16T17:09:35.390Z,0.04
2025-03-16T17:09:35.390Z,2025-03-16T17:09:49.170Z,0.00
2025-03-16T17:09:49.170Z,2025-03-16T17:10:11.201Z,0.01
2025-03-16T17:10:11.201Z,2025-03-16T17:11:06.358Z,0.02
2025-03-16T17:11:06.358Z,2025-03-16T17:12:07.593Z,0.02
2025-03-16T17:12:07.593Z,2025-03-16T17:14:32.439Z,0.04
2025-03-16T17:14:32.439Z,2025-03-16T17:15:44.693Z,0.02
2025-03-16T17:15:44.693Z,2025-03-16T17:16:21.478Z,0.01
2025-03-16T17:16:21.478Z,2025-03-16T17:18:09.437Z,0.03
2025-03-16T17:18:09.437Z,2025-03-16T17:19:03.896Z,0.02
2025-03-16T17:19:03.896Z,2025-03-16T17:19:35.930Z,0.01
2025-03-16T17:19:35.930Z,2025-03-16T17:21:40.521Z,0.03
2025-03-16T17:21:40.521Z,2025-03-16T17:23:35.911Z,0.03
2025-03-16T17:23:35.911Z,2025-03-16T17:25:30.150Z,0.03
2025-03-16T17:25:30.150Z,2025-03-16T17:26:39.038Z,0.02
2025-03-16T17:26:39.038Z,2025-03-16T17:27:11.939Z,0.01
2025-03-16T17:27:11.939Z,2025-03-16T17:29:33.255Z,0.04
2025-03-16T17:29:33.255Z,2025-03-16T17:30:09.039Z,0.01
2025-03-16T17:30:09.039Z,2025-03-16T17:30:28.118Z,0.01
2025-03-16T17:30:28.118Z,2025-03-16T17:30:40.350Z,0.00
2025-03-16T17:30:40.350Z,2025-03-16T17:31:40.013Z,0.02
2025-03-16T17:31:40.013Z,2025-03-16T17:33:53.970Z,0.04
2025-03-16T17:33:53.970Z,2025-03-16T17:35:24.819Z,0.03
2025-03-16T17:35:24.819Z,2025-03-16T17:36:00.562Z,0.01
2025-03-16T17:36:00.562Z,2025-03-16T17:36:07.286Z,0.00
2025-03-16T17:36:07.286Z,2025-03-16T17:56:56.755Z,0.35
2025-03-16T17:56:56.755Z,2025-03-16T20:58:47.439Z,3.03
2025-03-16T20:58:47.439Z,2025-03-16T21:02:33.539Z,0.06
2025-03-16T21:02:33.539Z,2025-03-16T21:23:49.703Z,0.35
2025-03-16T21:23:49.703Z,2025-03-16T21:25:50.489Z,0.03
2025-03-16T21:25:50.489Z,2025-03-16T21:25:59.369Z,0.00
2025-03-16T21:25:59.369Z,2025-03-16T21:26:19.362Z,0.01
2025-03-16T21:26:19.362Z,2025-03-16T21:26:27.566Z,0.00
2025-03-16T21:26:27.566Z,2025-03-16T21:27:07.685Z,0.01
2025-03-16T21:27:07.685Z,2025-03-16T21:27:26.926Z,0.01
2025-03-16T21:27:26.926Z,2025-03-16T21:27:35.677Z,0.00
2025-03-16T21:27:35.677Z,2025-03-16T21:29:18.316Z,0.03
2025-03-16T21:29:18.316Z,2025-03-16T21:30:05.710Z,0.01
2025-03-16T21:30:05.710Z,2025-03-16T21:31:02.390Z,0.02
2025-03-16T21:31:02.390Z,2025-03-16T21:31:55.675Z,0.01
2025-03-16T21:31:55.675Z,2025-03-16T21:32:01.699Z,0.00
2025-03-16T21:32:01.699Z,2025-03-16T21:34:39.490Z,0.04
2025-03-16T21:34:39.490Z,2025-03-16T21:37:12.564Z,0.04
2025-03-16T21:37:12.564Z,2025-03-16T21:37:19.805Z,0.00
2025-03-16T21:37:19.805Z,2025-03-16T21:37:36.766Z,0.00
2025-03-16T21:37:36.766Z,2025-03-16T21:38:01.566Z,0.01
2025-03-16T21:38:01.566Z,2025-03-16T21:38:43.294Z,0.01
2025-03-16T21:38:43.294Z,2025-03-16T21:39:09.050Z,0.01
2025-03-16T21:39:09.050Z,2025-03-16T21:39:17.950Z,0.00
2025-03-16T21:39:17.950Z,2025-03-16T21:39:43.959Z,0.01
2025-03-16T21:39:43.959Z,2025-03-16T21:40:04.611Z,0.01
2025-03-16T21:40:04.611Z,2025-03-16T21:40:15.434Z,0.00
2025-03-16T21:40:15.434Z,2025-03-16T21:40:22.746Z,0.00
2025-03-16T21:40:22.746Z,2025-03-16T21:40:43.046Z,0.01
2025-03-16T21:40:43.046Z,2025-03-16T21:40:53.777Z,0.00
2025-03-16T21:40:53.777Z,2025-03-16T21:41:05.472Z,0.00
2025-03-16T21:41:05.472Z,2025-03-16T21:41:28.584Z,0.01
2025-03-16T21:41:28.584Z,2025-03-16T21:41:51.014Z,0.01
2025-03-16T21:41:51.014Z,2025-03-16T21:43:01.914Z,0.02
2025-03-16T21:43:01.914Z,2025-03-16T21:43:47.519Z,0.01
2025-03-16T21:43:47.519Z,2025-03-16T21:44:13.388Z,0.01
2025-03-16T21:44:13.388Z,2025-03-16T21:44:41.130Z,0.01
2025-03-16T21:44:41.130Z,2025-03-16T21:45:09.568Z,0.01
2025-03-16T21:45:09.568Z,2025-03-16T21:45:47.481Z,0.01
2025-03-16T21:45:47.481Z,2025-03-16T21:45:50.391Z,0.00
2025-03-16T21:45:50.391Z,2025-03-16T21:46:14.974Z,0.01
2025-03-16T21:46:14.974Z,2025-03-16T21:46:54.225Z,0.01
2025-03-16T21:46:54.225Z,2025-03-16T21:47:55.220Z,0.02
2025-03-16T21:47:55.220Z,2025-03-16T21:53:12.190Z,0.09
2025-03-16T21:53:12.190Z,2025-03-16T21:53:32.540Z,0.01
2025-03-16T21:53:32.540Z,2025-03-16T21:56:31.384Z,0.05
2025-03-16T21:56:31.384Z,2025-03-16T21:56:56.982Z,0.01
2025-03-16T21:56:56.982Z,2025-03-16T21:57:27.497Z,0.01
2025-03-16T21:57:27.497Z,2025-03-16T21:57:51.174Z,0.01
2025-03-16T21:57:51.174Z,2025-03-16T21:57:57.740Z,0.00
2025-03-16T21:57:57.740Z,2025-03-16T21:58:51.836Z,0.02
2025-03-16T21:58:51.836Z,2025-03-16T22:01:36.059Z,0.05
2025-03-16T22:01:36.059Z,2025-03-16T22:01:46.752Z,0.00
2025-03-16T22:01:46.752Z,2025-03-16T22:05:44.368Z,0.07
2025-03-16T22:05:44.368Z,2025-03-16T22:06:05.936Z,0.01
2025-03-16T22:06:05.936Z,2025-03-16T22:07:10.066Z,0.02
2025-03-16T22:07:10.066Z,2025-03-16T22:07:37.244Z,0.01
2025-03-16T22:07:37.244Z,2025-03-16T22:08:33.197Z,0.02
2025-03-16T22:08:33.197Z,2025-03-16T22:09:11.883Z,0.01
2025-03-16T22:09:11.883Z,2025-03-16T22:09:13.597Z,0.00
2025-03-16T22:09:13.597Z,2025-03-16T22:10:29.726Z,0.02
2025-03-16T22:10:29.726Z,2025-03-16T22:13:21.320Z,0.05
2025-03-16T22:13:21.320Z,2025-03-16T22:13:55.571Z,0.01
2025-03-16T22:13:55.571Z,2025-03-16T22:15:23.763Z,0.02
2025-03-16T22:15:23.763Z,2025-03-16T22:18:26.777Z,0.05
2025-03-16T22:18:26.777Z,2025-03-16T22:19:27.027Z,0.02
2025-03-16T22:19:27.027Z,2025-03-16T22:20:37.308Z,0.02
2025-03-16T22:20:37.308Z,2025-03-16T22:25:08.154Z,0.08
2025-03-16T22:25:08.154Z,2025-03-16T22:25:25.824Z,0.00
2025-03-16T22:25:25.824Z,2025-03-16T22:27:05.597Z,0.03
2025-03-16T22:27:05.597Z,2025-03-16T22:28:32.818Z,0.02
2025-03-16T22:28:32.818Z,2025-03-16T22:28:53.276Z,0.01
2025-03-16T22:28:53.276Z,2025-03-16T22:29:09.569Z,0.00
2025-03-16T22:29:09.569Z,2025-03-16T22:30:50.816Z,0.03
2025-03-16T22:30:50.816Z,2025-03-16T22:35:37.876Z,0.08
2025-03-16T22:35:37.876Z,2025-03-16T22:40:38.584Z,0.08
2025-03-16T22:40:38.584Z,2025-03-16T22:44:53.117Z,0.07
2025-03-16T22:44:53.117Z,2025-03-16T22:45:19.225Z,0.01
2025-03-16T22:45:19.225Z,2025-03-16T22:46:40.882Z,0.02
2025-03-16T22:46:40.882Z,2025-03-16T22:48:31.093Z,0.03
2025-03-16T22:48:31.093Z,2025-03-16T22:49:30.221Z,0.02
2025-03-16T22:49:30.221Z,2025-03-16T22:50:05.359Z,0.01
2025-03-16T22:50:05.359Z,2025-03-16T23:01:25.543Z,0.19
2025-03-16T23:01:25.543Z,2025-03-16T23:03:08.081Z,0.03
2025-03-16T23:03:08.081Z,2025-03-16T23:07:02.751Z,0.07
2025-03-16T23:07:02.751Z,2025-03-16T23:08:38.520Z,0.03
2025-03-16T23:08:38.520Z,2025-03-16T23:20:36.822Z,0.20
2025-03-16T23:20:36.822Z,2025-03-16T23:27:33.763Z,0.12
2025-03-16T23:27:33.763Z,2025-03-16T23:28:49.287Z,0.02
